,coef,std_err,t,pvalue
SJD.L1,13.457486176647716,10.492493764300352,1.282582242024813,0.2005278637786967
SJS.L1,-16.563213954013754,8.184392875043066,-2.02375597150529,0.04379110670547296
SKG.L1,7.242956693087386,6.2424783143231,1.1602694199944166,0.2467678057316117
SMB.L1,9.304163115551496,6.214062138371769,1.4972755193576817,0.13526598373600207
SMC.L1,-17.138521861428032,15.42587677591002,-1.1110241648106889,0.26735709670729635
SRC.L1,-6.920632097301407,3.961304909610193,-1.7470586726388662,0.08154628809689056
SSB.L1,-4.652898051668302,6.4479305146041455,-0.721611072130785,0.47103847797750475
SSI.L1,17.150258253048122,20.216490168192436,0.8483301557473828,0.3968616776215208
ST8.L1,-3.5114925077639114,6.446836740010236,-0.5446845715777092,0.5863339557557512
STB.L1,-6.165578980245257,10.037508967098422,-0.6142538951103486,0.5394657365669824
SVD.L1,-2.4086641614646425,12.404533662336625,-0.1941761155260492,0.8461560291017954
SVT.L1,1.590744596800704,5.754787651348661,0.2764210763585526,0.7823956394409034
SZC.L1,-1.767211650444903,15.092729278116824,-0.1170902636547791,0.906858901428303
SZL.L1,3.3689204198925924,2.6881855450744507,1.2532321015063297,0.21099784878490174
TBC.L1,-8.091262742190716,6.5539078174810514,-1.2345707274992672,0.217858169280514
TCB.L1,-20.412251570088472,22.149924917120334,-0.9215494700982593,0.3574287901111959
TCD.L1,-14.37702134919779,15.421587195363282,-0.9322659961693466,0.35187247789549825
TCH.L1,8.77501706430263,14.304465480074898,0.6134459953449924,0.5399990102001095
TCI.L1,10.961496630316788,10.946760760916646,1.0013461397140195,0.3173843876024556
TCO.L1,-14.749202259772005,15.655717766984226,-0.9420968415051567,0.34682396666200577
TCT.L1,-7.656564368347556,8.761123065225869,-0.8739249878520186,0.38278702554320954
TDC.L1,-3.411008111905433,10.306619360269021,-0.33095314697023986,0.7408874046245629
TDG.L1,24.099417315617593,12.574961753401237,1.9164604861799486,0.0561596972093368
TDH.L1,-0.5664995936745001,12.189564962218256,-0.04647414369834972,0.9629601168655374
TDM.L1,-0.7732649992568916,4.199601969826637,-0.184128163767104,0.8540246516532102
TDP.L1,-0.9974666578341855,3.3670527237696035,-0.29624325475885804,0.7672284307278575
TEG.L1,1.5467683242872425,6.860265582693556,0.2254677032022327,0.8217533414156621
THG.L1,8.249633497052706,8.651959315918631,0.9534988776327588,0.34102690522268087
TIP.L1,-9.438376768040502,8.734297337620568,-1.080610884104816,0.280649887039039
TLD.L1,18.23069313792174,13.92777516800517,1.3089451055902466,0.1914528001783722
TLH.L1,3.029243347878108,13.193924619007626,0.2295938043722089,0.8185479577384207
TMP.L1,-0.9021258913036121,4.997767849514964,-0.18050576146532374,0.8568650047458861
TMS.L1,1.804908857103129,8.994863474583155,0.2006599502264011,0.8410866090431625
TMT.L1,4.43422332508224,5.6583873050594375,0.7836549684602513,0.4337979467542161
TN1.L1,-6.987230323746067,10.59749521201958,-0.6593284718658061,0.5101391887044784
TNH.L1,-10.735454647399678,5.018620912487438,-2.139124439681725,0.03315028271453383
TNI.L1,-13.354955119020566,10.173409390068581,-1.3127315147720147,0.19017471002552613
TNT.L1,-2.7130899268268536,12.39365619024354,-0.2189095683453472,0.8268541991585948
TPB.L1,-15.735924591375571,11.342067105669658,-1.3873947707036152,0.16624641931732456
TRA.L1,-0.2098403421349868,2.978627111411648,-0.07044867796007473,0.9438787094599803
TRC.L1,10.894759935193372,6.943051301170625,1.5691602240295235,0.11755746433760887
TSC.L1,36.06943534935502,23.353106914559888,1.544524053322726,0.12340835451507362
TTA.L1,9.584726670610365,9.73573524062461,0.984489248497214,0.3255876277312596
TTF.L1,4.648124150129022,17.543235488099793,0.26495250281979127,0.7912094889153878
TV2.L1,-10.762262099039425,7.320646475074737,-1.4701245492024053,0.1424693878249944
TVB.L1,25.911690239018952,16.655736011358012,1.5557217178123528,0.12072129068878978
TVS.L1,9.592422726503543,7.790223132525653,1.2313412033672522,0.21906157896548142
TVT.L1,12.217413778470462,9.600197084728496,1.2726211421123115,0.20403769318945986
TYA.L1,11.320021718561009,12.018870799462212,0.94185401502673,0.34694810668172393
UIC.L1,1.1959308475477926,7.722131522355529,0.15487056185012898,0.8770169071165438
VAB.L1,15.859116599971872,11.777375515189368,1.3465747593356645,0.17903028464131696
VCA.L1,-7.021450682613569,8.952437963760666,-0.7843059858148468,0.43341647114922466
VCB.L1,6.690348733537633,9.687433412515034,0.690621390480422,0.4902831544934695
